ID,Années,Mois,Jours,Start Date,End Date,Duration (Days),Pays,Région,Cercle,Commune,Quartier/Villages,#Ménages touchés,#Personnes affectées,#Ménages sinistrées,#Personnes sinistrées,#Personnes blessées,Personnes déplacées,#Personnes décedées,Sum personnes affectées,#Maisons endommagées,#Maisons detruites,#Ecole endommagées,#Ecole occupées,#Points d'eau endommagés,#Latrines détruites,# Magasins effondres,Vivres (T),Superficie Cultures (ha),Betails,Volailles,Sum maisons et services affectées,Hauteur pluie (mm),Autres dégâts,Alimentaires,Abris,Kits WASH,NFI,Autres réponses,Sum réponse,Organisations ayant apporté d'assistance,Besoins Non couverts,Column1,Source,Document initial,Tab document initial,Event Duration,Unnamed: 0,region (adm1),cercle (adm2),commune (adm3),year,month,date,source2,damage_livelihood,damage_general_local_curreny,people_affected,people_dead,houses_affected
,,,,01/08/2016,01/08/2016,,,,MÉNAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,791,,MÉNAKA,,2016,8,01/08/2016,text mining,0,0,1887,1,0
,,,,01/08/2016,01/08/2016,,,KOULIKORO,KOULIKORO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,792,KOULIKORO,KOULIKORO,,2016,8,01/08/2016,text mining,0,0,3585,3,1459
,,,,01/08/2016,01/08/2016,,,GAO,GAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,793,GAO,GAO,,2016,8,01/08/2016,text mining,0,0,1887,1,0
,,,,01/08/2016,01/08/2016,,,MOPTI,MOPTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,795,MOPTI,MOPTI,,2016,8,01/08/2016,text mining,0,0,1349,0,0
,,,,01/08/2016,01/08/2016,,,KIDAL,KIDAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,796,KIDAL,KIDAL,,2016,8,01/08/2016,text mining,0,0,1887,1,0
,,,,01/08/2016,01/08/2016,,,SÉGOU,SÉGOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,797,SÉGOU,SÉGOU,,2016,8,01/08/2016,text mining,0,0,1802,0,0
,,,,01/08/2016,01/08/2016,,,SIKASSO,SIKASSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,800,SIKASSO,SIKASSO,,2016,8,01/08/2016,text mining,0,0,1887,1,0
,,,,28/07/2016,28/07/2016,,,SIKASSO,SIKASSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,786,SIKASSO,SIKASSO,,2016,7,28/07/2016,text mining,0,0,0,0,0
,,,,27/07/2016,27/07/2016,,,KOULIKORO,KOULIKORO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,782,KOULIKORO,KOULIKORO,,2016,7,27/07/2016,text mining,0,0,16298,9148,1459
,,,,20/07/2016,20/07/2016,,,,,FALO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,781,,,FALO,2016,7,20/07/2016,text mining,0,0,1934,0,312
,,,,18/07/2016,18/07/2016,,,,DOUENTZA,DOUENTZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,779,,DOUENTZA,DOUENTZA,2016,7,18/07/2016,text mining,0,0,0,0,0
153,2016,7,11 Juillet et  23 Juillet,11/07/2016,23/07/2016,12,Mali,GAO,,,,,9500,,,,,13,9513,,,,,,,,,,,,0,"657cm(Mopti),517cm(Diré)",,,,,,,,,,,EMDAT,Mali inondation(365),"National, Région, Cercle, Village",12,,,,,,,,,,,,,
153,2016,7,11 Juillet et  23 Juillet,11/07/2016,23/07/2016,12,Mali,MOPTI,,,,,9500,,,,,13,9513,,,,,,,,,,,,0,"657cm(Mopti),517cm(Diré)",,,,,,,,,,,EMDAT,Mali inondation(365),"National, Région, Cercle, Village",12,,,,,,,,,,,,,
153,2016,7,11 Juillet et  23 Juillet,11/07/2016,23/07/2016,12,Mali,SEGOU,,,,,9500,,,,,13,9513,,,,,,,,,,,,0,"657cm(Mopti),517cm(Diré)",,,,,,,,,,,EMDAT,Mali inondation(365),"National, Région, Cercle, Village",12,,,,,,,,,,,,,
153,2016,7,11 Juillet et  23 Juillet,11/07/2016,23/07/2016,12,Mali,SIKASSO,,,,,9500,,,,,13,9513,,,,,,,,,,,,0,"657cm(Mopti),517cm(Diré)",,,,,,,,,,,EMDAT,Mali inondation(365),"National, Région, Cercle, Village",12,,,,,,,,,,,,,
153,2016,7,11 Juillet et  23 Juillet,11/07/2016,23/07/2016,12,Mali,BAMAKO,,,,,9500,,,,,13,9513,,,,,,,,,,,,0,"657cm(Mopti),517cm(Diré)",,,,,,,,,,,EMDAT,Mali inondation(365),"National, Région, Cercle, Village",12,,,,,,,,,,,,,
153,2016,7,11 Juillet et  23 Juillet,11/07/2016,23/07/2016,12,Mali,KOULIKORO,,,,,9500,,,,,13,9513,,,,,,,,,,,,0,"657cm(Mopti),517cm(Diré)",,,,,,,,,,,EMDAT,Mali inondation(365),"National, Région, Cercle, Village",12,,,,,,,,,,,,,
152,2016,7,10 Juillet et 23 Juillet,10/07/2016,23/07/2016,13,Mali,GAO,,,,,9500,,,,,13,9513,,,,,,,,,,,,0,,,,,,,,,,,,Relief,,,13,,,,,,,,,,,,,
152,2016,7,10 Juillet et 23 Juillet,10/07/2016,23/07/2016,13,Mali,MOPTI,,,,,9500,,,,,13,9513,,,,,,,,,,,,0,,,,,,,,,,,,Relief,,,13,,,,,,,,,,,,,
152,2016,7,10 Juillet et 23 Juillet,10/07/2016,23/07/2016,13,Mali,SEGOU,,,,,9500,,,,,13,9513,,,,,,,,,,,,0,,,,,,,,,,,,Relief,,,13,,,,,,,,,,,,,
152,2016,7,10 Juillet et 23 Juillet,10/07/2016,23/07/2016,13,Mali,SIKASSO,,,,,9500,,,,,13,9513,,,,,,,,,,,,0,,,,,,,,,,,,Relief,,,13,,,,,,,,,,,,,
152,2016,7,10 Juillet et 23 Juillet,10/07/2016,23/07/2016,13,Mali,BAMAKO,,,,,9500,,,,,13,9513,,,,,,,,,,,,0,,,,,,,,,,,,Relief,,,13,,,,,,,,,,,,,
152,2016,7,10 Juillet et 23 Juillet,10/07/2016,23/07/2016,13,Mali,KOULIKORO,,,,,9500,,,,,13,9513,,,,,,,,,,,,0,,,,,,,,,,,,Relief,,,13,,,,,,,,,,,,,
151,2016,7,9  Juillet et  23 Juillet,09/07/2016,23/07/2016,14,Mali,GAO,,,,,9500,,,,,13,9513,,,,,,,,,,,,0,,,,,,,,,,,,CatNat,,,14,,,,,,,,,,,,,
151,2016,7,9  Juillet et  23 Juillet,09/07/2016,23/07/2016,14,Mali,MOPTI,,,,,9500,,,,,13,9513,,,,,,,,,,,,0,,,,,,,,,,,,CatNat,,,14,,,,,,,,,,,,,
151,2016,7,9  Juillet et  23 Juillet,09/07/2016,23/07/2016,14,Mali,SEGOU,,,,,9500,,,,,13,9513,,,,,,,,,,,,0,,,,,,,,,,,,CatNat,,,14,,,,,,,,,,,,,
151,2016,7,9  Juillet et  23 Juillet,09/07/2016,23/07/2016,14,Mali,SIKASSO,,,,,9500,,,,,13,9513,,,,,,,,,,,,0,,,,,,,,,,,,CatNat,,,14,,,,,,,,,,,,,
151,2016,7,9  Juillet et  23 Juillet,09/07/2016,23/07/2016,14,Mali,BAMAKO,,,,,9500,,,,,13,9513,,,,,,,,,,,,0,,,,,,,,,,,,CatNat,,,14,,,,,,,,,,,,,
151,2016,7,9  Juillet et  23 Juillet,09/07/2016,23/07/2016,14,Mali,KOULIKORO,,,,,9500,,,,,13,9513,,,,,,,,,,,,0,,,,,,,,,,,,CatNat,,,14,,,,,,,,,,,,,
,,,,03/09/2015,03/09/2015,,,GAO,GAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,777,GAO,GAO,,2015,9,03/09/2015,text mining,0,0,0,0,0
,,,,02/09/2015,02/09/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,776,,,,2015,9,02/09/2015,text mining,0,0,0,0,0
,,,,10/08/2015,10/08/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,774,,,,2015,8,10/08/2015,text mining,0,0,0,12,0
156,2015,8,8  Aout et 9  Aout,08/08/2015,09/08/2015,1,Mali,MENAKA DISTRICT (GAO PROVINCE),,,,,,,,,,5,5,400,,,,,,,,,,,400,,,,,,,,0,,,,CatNat,Mali inondation(365),"National, Région, Cercle, Village",1,,,,,,,,,,,,,
155,2015,8,7 Aout et  9 Aout,07/08/2015,09/08/2015,2,Mali,MENAKA DISTRICT (GAO PROVINCE),,,,,2000,,,,,5,2005,,,,,,,,,,,,0,,,,,,,,,,,,EMDAT,Mali inondation(365),"National, Région, Cercle, Village",2,,,,,,,,,,,,,
,,,,31/07/2015,31/07/2015,,,,MACINA,MACINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,773,,MACINA,MACINA,2015,7,31/07/2015,text mining,0,0,0,0,0
,,,,16/11/2014,16/11/2014,,,SIKASSO,YOROSSO,YOROSSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,772,SIKASSO,YOROSSO,YOROSSO,2014,11,16/11/2014,Desinventar 26/8/2019,0,0,405,0,83
,,,,13/10/2014,13/10/2014,,,DISTRICT BAMAKO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,771,DISTRICT BAMAKO ,,,2014,10,13/10/2014,Desinventar 26/8/2019,0,0,10000,13,603
,,,,23/08/2014,23/08/2014,,,DISTRICT BAMAKO ,DISTRICT,DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,770,DISTRICT BAMAKO ,DISTRICT,DISTRICT,2014,8,23/08/2014,Desinventar 26/8/2019,0,0,108,0,0
,,,,15/08/2014,15/08/2014,,,KAYES,KAYES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,767,KAYES,KAYES,,2014,8,15/08/2014,text mining,0,0,0,0,0
,,,,06/08/2014,06/08/2014,,,DISTRICT BAMAKO ,DISTRICT,DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,765,DISTRICT BAMAKO ,DISTRICT,DISTRICT,2014,8,06/08/2014,Desinventar 26/8/2019,0,0,0,0,28
,,,,04/08/2014,04/08/2014,,,SIKASSO,KOUTIALA,M'PESSOBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,764,SIKASSO,KOUTIALA,M'PESSOBA,2014,8,04/08/2014,Desinventar 26/8/2019,0,0,102,0,7
,,,,22/07/2014,22/07/2014,,,MOPTI,MOPTI,SIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,763,MOPTI,MOPTI,SIO,2014,7,22/07/2014,Desinventar 26/8/2019,0,0,0,0,29
,,,,03/07/2014,03/07/2014,,,SIKASSO,KOUTIALA,N'GOUTJIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,762,SIKASSO,KOUTIALA,N'GOUTJIN,2014,7,03/07/2014,Desinventar 26/8/2019,0,0,0,4,0
,,,,22/06/2014,22/06/2014,,,KOULIKORO,BANAMBA,BANAMBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,761,KOULIKORO,BANAMBA,BANAMBA,2014,6,22/06/2014,Desinventar 26/8/2019,0,0,0,0,16
,,,,10/06/2014,10/06/2014,,,SEGOU,SEGOU,SEBOUGOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,760,SEGOU,SEGOU,SEBOUGOU,2014,6,10/06/2014,Desinventar 26/8/2019,0,0,0,0,6
,,,,05/06/2014,05/06/2014,,,BAMAKO,BAMAKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,758,BAMAKO,BAMAKO,,2014,6,05/06/2014,text mining,0,0,1600,0,0
,,,,02/06/2014,02/06/2014,,,KAYES,KITA,KITA-COMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,756,KAYES,KITA,KITA-COMM,2014,6,02/06/2014,Desinventar 26/8/2019,0,0,0,0,136
,,,,02/06/2014,02/06/2014,,,DISTRICT BAMAKO ,DISTRICT,DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,757,DISTRICT BAMAKO ,DISTRICT,DISTRICT,2014,6,02/06/2014,Desinventar 26/8/2019,0,0,0,0,27
,,,,26/09/2013,26/09/2013,,,MOPTI,BANDIAGAR,BANDIAGAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,755,MOPTI,BANDIAGAR,BANDIAGAR,2013,9,26/09/2013,Desinventar 26/8/2019,0,0,49,0,8
,,,,15/09/2013,15/09/2013,,,DISTRICT BAMAKO ,DISTRICT,DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,741,DISTRICT BAMAKO ,DISTRICT,DISTRICT,2013,9,15/09/2013,Desinventar 26/8/2019,0,0,3,0,0
,,,,14/09/2013,14/09/2013,,,MOPTI,DOUENTZA,DJAPTODJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,749,MOPTI,DOUENTZA,DJAPTODJI,2013,9,14/09/2013,Desinventar 26/8/2019,0,0,78,0,1
,,,,13/09/2013,13/09/2013,,,DISTRICT BAMAKO ,DISTRICT,DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,742,DISTRICT BAMAKO ,DISTRICT,DISTRICT,2013,9,13/09/2013,Desinventar 26/8/2019,0,0,0,0,0
,,,,09/09/2013,09/09/2013,,,KAYES,KAYES,KAYES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,739,KAYES,KAYES,KAYES,2013,9,09/09/2013,text mining,0,0,0,0,0
,,,,08/09/2013,08/09/2013,,,BAMAKO,BAMAKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,738,BAMAKO,BAMAKO,,2013,9,08/09/2013,text mining,0,0,19000,71,0
,,,,07/09/2013,07/09/2013,,,SEGOU,SAN,DJEGUENA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,737,SEGOU,SAN,DJEGUENA,2013,9,07/09/2013,Desinventar 26/8/2019,0,0,0,0,7
,,,,06/09/2013,06/09/2013,,,DISTRICT BAMAKO ,DISTRICT,DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,734,DISTRICT BAMAKO ,DISTRICT,DISTRICT,2013,9,06/09/2013,Desinventar 26/8/2019,0,0,4798,10,161
,,,,05/09/2013,05/09/2013,,,DISTRICT BAMAKO ,DISTRICT,DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,735,DISTRICT BAMAKO ,DISTRICT,DISTRICT,2013,9,05/09/2013,Desinventar 26/8/2019,0,0,333,0,14
,,,,04/09/2013,04/09/2013,,,SEGOU,NIONO,DOGOFRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,729,SEGOU,NIONO,DOGOFRY,2013,9,04/09/2013,Desinventar 26/8/2019,0,0,261,0,29
,,,,03/09/2013,03/09/2013,,,KOULIKORO,KATI,DIALAKORO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,721,KOULIKORO,KATI,DIALAKORO,2013,8,03/09/2013,Desinventar 26/8/2019,0,0,544,14,158
,,,,03/09/2013,03/09/2013,,,SEGOU,NIONO,DOGOFRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,730,SEGOU,NIONO,DOGOFRY,2013,9,03/09/2013,Desinventar 26/8/2019,0,0,194,0,24
,,,,31/08/2013,31/08/2013,,,BAMAKO,BAMAKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,722,BAMAKO,BAMAKO,,2013,8,31/08/2013,text mining,0,0,8007,14,0
159,2013,8,29,29/08/2013,30/08/2013,1,Mali,BAMAKO,BAMAKO,,,,34700,,,,,37,34737,,,,,,,,,,,,0,,,,,,,,0,,,,EMDAT,Mali inondation(365),"National, Région, Cercle, Village",1,,,,,,,,,,,,,
,,,,28/08/2013,28/08/2013,,,KOULIKORO,KATI,KATI-COMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,720,KOULIKORO,KATI,KATI-COMM,2013,8,28/08/2013,Desinventar 26/8/2019,0,0,0,0,47
,,,,26/08/2013,26/08/2013,,,MOPTI,BANDIAGAR,BANDIAGAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,719,MOPTI,BANDIAGAR,BANDIAGAR,2013,8,26/08/2013,Desinventar 26/8/2019,0,0,80,0,0
,,,,21/08/2013,21/08/2013,,,SEGOU,SEGOU,KONODIMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,717,SEGOU,SEGOU,KONODIMIN,2013,8,21/08/2013,Desinventar 26/8/2019,0,0,39,0,0
,,,,14/08/2013,14/08/2013,,,SIKASSO,YANFOLILA,WASSOULOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,716,SIKASSO,YANFOLILA,WASSOULOU,2013,8,14/08/2013,Desinventar 26/8/2019,0,0,214,0,33
,,,,13/08/2013,13/08/2013,,,KAYES,KITA,SEBEKORO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,714,KAYES,KITA,SEBEKORO,2013,8,13/08/2013,Desinventar 26/8/2019,0,0,313,0,36
,,,,13/08/2013,13/08/2013,,,KAYES,YELIMANE,KREMIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,715,KAYES,YELIMANE,KREMIS,2013,8,13/08/2013,Desinventar 26/8/2019,0,0,237,0,0
,,,,11/08/2013,11/08/2013,,,SEGOU,NIONO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,713,SEGOU,NIONO,,2013,8,11/08/2013,Desinventar 26/8/2019,0,0,0,0,260
160,2013,8,9,09/08/2013,10/08/2013,1,Mali,SEGOU,NIONO,,"Diabaly, Aguelhok, Tessalit ",,11300,,,,,37,11337,,,,,,,,,,,,0,,,,,,,,,,,,EMDAT,Mali inondation(365),"National, Région, Cercle, Village",1,,,,,,,,,,,,,
160,2013,8,9,09/08/2013,10/08/2013,1,Mali,KIDAL,NIONO,,"Diabaly, Aguelhok, Tessalit ",,11300,,,,,37,11337,,,,,,,,,,,,0,,,,,,,,,,,,EMDAT,Mali inondation(365),"National, Région, Cercle, Village",1,,,,,,,,,,,,,
160,2013,8,9,09/08/2013,10/08/2013,1,Mali,SEGOU,AGUELHOK,,"Diabaly, Aguelhok, Tessalit ",,11300,,,,,37,11337,,,,,,,,,,,,0,,,,,,,,,,,,EMDAT,Mali inondation(365),"National, Région, Cercle, Village",1,,,,,,,,,,,,,
160,2013,8,9,09/08/2013,10/08/2013,1,Mali,KIDAL,AGUELHOK,,"Diabaly, Aguelhok, Tessalit ",,11300,,,,,37,11337,,,,,,,,,,,,0,,,,,,,,,,,,EMDAT,Mali inondation(365),"National, Région, Cercle, Village",1,,,,,,,,,,,,,
160,2013,8,9,09/08/2013,10/08/2013,1,Mali,SEGOU,TESSALIT,,"Diabaly, Aguelhok, Tessalit ",,11300,,,,,37,11337,,,,,,,,,,,,0,,,,,,,,,,,,EMDAT,Mali inondation(365),"National, Région, Cercle, Village",1,,,,,,,,,,,,,
160,2013,8,9,09/08/2013,10/08/2013,1,Mali,KIDAL,TESSALIT,,"Diabaly, Aguelhok, Tessalit ",,11300,,,,,37,11337,,,,,,,,,,,,0,,,,,,,,,,,,EMDAT,Mali inondation(365),"National, Région, Cercle, Village",1,,,,,,,,,,,,,
,,,,07/08/2013,07/08/2013,,,SEGOU,SAN,SAN-COMMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,712,SEGOU,SAN,SAN-COMMU,2013,8,07/08/2013,Desinventar 26/8/2019,0,0,0,0,317
,,,,28/06/2013,28/06/2013,,,KAYES,KAYES,BANGASSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,709,KAYES,KAYES,BANGASSI,2013,6,28/06/2013,Desinventar 26/8/2019,0,0,28,0,108
,,,,28/06/2013,28/06/2013,,,KAYES,KAYES,HAWA-DEMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,710,KAYES,KAYES,HAWA-DEMB,2013,6,28/06/2013,Desinventar 26/8/2019,0,0,23,0,120
,,,,28/06/2013,28/06/2013,,,KAYES,KAYES,LOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,711,KAYES,KAYES,LOGO,2013,6,28/06/2013,Desinventar 26/8/2019,0,0,8,0,1
,,,,17/05/2013,17/05/2013,,,KAYES,BAFOULABE,KOUNDIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,708,KAYES,BAFOULABE,KOUNDIAN,2013,5,17/05/2013,Desinventar 26/8/2019,0,0,157,0,70
,,,,06/10/2012,06/10/2012,,,SIKASSO,KOUTIALA,KOUTIALA-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,707,SIKASSO,KOUTIALA,KOUTIALA-,2012,10,06/10/2012,Desinventar 26/8/2019,0,0,1,0,1
,,,,24/09/2012,24/09/2012,,,KAYES,BAFOULABE,MAHINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,705,KAYES,BAFOULABE,MAHINA,2012,9,24/09/2012,Desinventar 26/8/2019,0,0,147,0,1
,,,,24/09/2012,24/09/2012,,,KAYES,BAFOULABE,NIAMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,706,KAYES,BAFOULABE,NIAMBIA,2012,9,24/09/2012,Desinventar 26/8/2019,0,0,175,0,0
,,,,14/09/2012,14/09/2012,,,SIKASSO,BOUGOUNI,GARALO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,704,SIKASSO,BOUGOUNI,GARALO,2012,9,14/09/2012,Desinventar 26/8/2019,0,0,0,0,0
,,,,08/09/2012,08/09/2012,,,SIKASSO,KOUTIALA,KOUTIALA-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,702,SIKASSO,KOUTIALA,KOUTIALA-,2012,9,08/09/2012,Desinventar 26/8/2019,0,0,14,0,0
,,,,08/09/2012,08/09/2012,,,SEGOU,SAN,WAKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,703,SEGOU,SAN,WAKI,2012,9,08/09/2012,Desinventar 26/8/2019,0,0,10,1,1
,,,,05/09/2012,05/09/2012,,,SIKASSO,KOUTIALA,ZANINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,701,SIKASSO,KOUTIALA,ZANINA,2012,9,05/09/2012,Desinventar 26/8/2019,0,0,150,0,109
,,,,03/09/2012,03/09/2012,,,SEGOU,BARAOUELI,BOIDIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,695,SEGOU,BARAOUELI,BOIDIE,2012,9,03/09/2012,Desinventar 26/8/2019,0,0,0,0,46
,,,,03/09/2012,03/09/2012,,,KOULIKORO,KOULIKORO,KOULIKORO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,696,KOULIKORO,KOULIKORO,KOULIKORO,2012,9,03/09/2012,Desinventar 26/8/2019,0,0,226,0,14
,,,,03/09/2012,03/09/2012,,,SEGOU,NIONO,MARIKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,697,SEGOU,NIONO,MARIKO,2012,9,03/09/2012,Desinventar 26/8/2019,0,0,0,0,1
,,,,03/09/2012,03/09/2012,,,SEGOU,NIONO,NIONO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,698,SEGOU,NIONO,NIONO,2012,9,03/09/2012,Desinventar 26/8/2019,0,0,0,0,4
,,,,03/09/2012,03/09/2012,,,SEGOU,NIONO,DIABALY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,699,SEGOU,NIONO,DIABALY,2012,9,03/09/2012,Desinventar 26/8/2019,0,0,145,0,57
,,,,03/09/2012,03/09/2012,,,SEGOU,NIONO,SIRIFILA-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,700,SEGOU,NIONO,SIRIFILA-,2012,9,03/09/2012,Desinventar 26/8/2019,0,0,0,0,97
,,,,01/09/2012,01/09/2012,,,SIKASSO,KOUTIALA,KOUTIALA-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,693,SIKASSO,KOUTIALA,KOUTIALA-,2012,9,01/09/2012,Desinventar 26/8/2019,0,0,496,0,48
,,,,01/09/2012,01/09/2012,,,SIKASSO,YOROSSO,KOUMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,694,SIKASSO,YOROSSO,KOUMBIA,2012,9,01/09/2012,Desinventar 26/8/2019,0,0,0,0,10
,,,,30/08/2012,30/08/2012,,,MOPTI,DOUENTZA,MONDORO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,687,MOPTI,DOUENTZA,MONDORO,2012,8,30/08/2012,Desinventar 26/8/2019,0,0,679,0,47
,,,,30/08/2012,30/08/2012,,,SIKASSO,YOROSSO,KOURY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,688,SIKASSO,YOROSSO,KOURY,2012,8,30/08/2012,Desinventar 26/8/2019,0,0,0,0,0
,,,,30/08/2012,30/08/2012,,,KAYES,BAFOULABE,MAHINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,689,KAYES,BAFOULABE,MAHINA,2012,8,30/08/2012,Desinventar 26/8/2019,0,0,0,0,9
,,,,30/08/2012,30/08/2012,,,KAYES,NIORO,SANDARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,690,KAYES,NIORO,SANDARE,2012,8,30/08/2012,Desinventar 26/8/2019,0,0,2779,0,115
,,,,30/08/2012,30/08/2012,,,KAYES,BAFOULABE,BAFOULABE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,691,KAYES,BAFOULABE,BAFOULABE,2012,8,30/08/2012,Desinventar 26/8/2019,0,0,0,0,6
,,,,28/08/2012,28/08/2012,,,KAYES,YELIMANE,KREMIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,686,KAYES,YELIMANE,KREMIS,2012,8,28/08/2012,Desinventar 26/8/2019,0,0,910,0,7
,,,,27/08/2012,27/08/2012,,,SEGOU,SAN,DIELI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,680,SEGOU,SAN,DIELI,2012,8,27/08/2012,Desinventar 26/8/2019,0,0,0,0,0
,,,,27/08/2012,27/08/2012,,,SEGOU,SAN,TENE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,681,SEGOU,SAN,TENE,2012,8,27/08/2012,Desinventar 26/8/2019,0,0,150,0,14
,,,,27/08/2012,27/08/2012,,,SEGOU,SAN,KASSOROLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,682,SEGOU,SAN,KASSOROLA,2012,8,27/08/2012,Desinventar 26/8/2019,0,0,190,0,45
,,,,27/08/2012,27/08/2012,,,SEGOU,SAN,WAKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,683,SEGOU,SAN,WAKI,2012,8,27/08/2012,Desinventar 26/8/2019,0,0,200,0,45
